day_of_week,hour,rides,weekend,mean_for_weekday_and_hour,tmax,tmin,rain,wind,temp
Fri,18,823,weekday,798.3333333333334,"31,6","19,4",0.0,1.4,25.5
Fri,19,910,weekday,857.6666666666666,"31,6","19,4",0.0,1.4,25.5
Fri,20,933,weekday,775.0,"31,6","19,4",0.0,1.4,25.5
Fri,21,801,weekday,703.6666666666666,"31,6","19,4",0.0,1.4,25.5
Fri,22,572,weekday,542.6666666666666,"31,6","19,4",0.0,1.4,25.5
Fri,23,445,weekday,428.0,"31,6","19,4",0.0,1.4,"19,4"
Sat,0,538,weekend,515.0,"30,0","20,2",0.0,0.8,"20,2"
Sat,1,494,weekend,470.0,"30,0","20,2",0.0,0.8,"20,2"
Sat,2,419,weekend,396.5,"30,0","20,2",0.0,0.8,"20,2"
Sat,3,307,weekend,293.25,"30,0","20,2",0.0,0.8,"20,2"
Sat,4,182,weekend,190.25,"30,0","20,2",0.0,0.8,"20,2"
Sat,5,147,weekend,151.75,"30,0","20,2",0.0,0.8,"20,2"
Sat,6,132,weekend,121.0,"30,0","20,2",0.0,0.8,"20,2"
Sat,7,77,weekend,80.75,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,8,143,weekend,132.5,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,9,257,weekend,232.5,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,10,372,weekend,303.25,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,11,436,weekend,393.5,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,12,467,weekend,404.25,"30,0","20,2",0.0,0.8,"30,0"
Sat,13,539,weekend,456.25,"30,0","20,2",0.0,0.8,"30,0"
Sat,14,623,weekend,495.5,"30,0","20,2",0.0,0.8,"30,0"
Sat,15,467,weekend,391.75,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,16,543,weekend,470.0,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,17,579,weekend,503.0,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,18,568,weekend,513.5,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,19,727,weekend,655.0,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,20,787,weekend,699.75,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,21,573,weekend,564.75,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,22,392,weekend,449.0,"30,0","20,2",0.0,0.8,25.100000381469727
Sat,23,443,weekend,406.75,"30,0","20,2",0.0,0.8,"20,2"
Sun,0,495,weekend,472.25,"30,2","18,0",0.0,0.6,"18,0"
Sun,1,421,weekend,441.25,"30,2","18,0",0.0,0.6,"18,0"
Sun,2,414,weekend,383.5,"30,2","18,0",0.0,0.6,"18,0"
Sun,3,265,weekend,271.25,"30,2","18,0",0.0,0.6,"18,0"
Sun,4,209,weekend,189.75,"30,2","18,0",0.0,0.6,"18,0"
Sun,5,158,weekend,149.0,"30,2","18,0",0.0,0.6,"18,0"
Sun,6,125,weekend,121.5,"30,2","18,0",0.0,0.6,"18,0"
Sun,7,74,weekend,76.75,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,8,98,weekend,112.5,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,9,166,weekend,151.25,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,10,275,weekend,271.25,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,11,415,weekend,382.25,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,12,481,weekend,474.25,"30,2","18,0",0.0,0.6,"30,2"
Sun,13,603,weekend,532.25,"30,2","18,0",0.0,0.6,"30,2"
Sun,14,596,weekend,533.5,"30,2","18,0",0.0,0.6,"30,2"
Sun,15,440,weekend,393.75,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,16,535,weekend,487.5,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,17,619,weekend,568.75,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,18,629,weekend,603.0,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,19,743,weekend,648.25,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,20,685,weekend,652.5,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,21,587,weekend,565.0,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,22,434,weekend,428.25,"30,2","18,0",0.0,0.6,24.100000381469727
Sun,23,331,weekend,359.75,"30,2","18,0",0.0,0.6,"18,0"
Mon,0,314,weekday,300.0,"30,8","18,6",1.2,1.9,"18,6"
Mon,1,147,weekday,159.25,"30,8","18,6",1.2,1.9,"18,6"
Mon,2,98,weekday,96.5,"30,8","18,6",1.2,1.9,"18,6"
Mon,3,58,weekday,53.75,"30,8","18,6",1.2,1.9,"18,6"
Mon,4,45,weekday,46.5,"30,8","18,6",1.2,1.9,"18,6"
Mon,5,46,weekday,48.5,"30,8","18,6",1.2,1.9,"18,6"
Mon,6,119,weekday,104.25,"30,8","18,6",1.2,1.9,"18,6"
Mon,7,461,weekday,462.5,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,8,1162,weekday,1129.0,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,9,914,weekday,861.5,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,10,459,weekday,422.5,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,11,387,weekday,389.25,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,12,439,weekday,421.5,"30,8","18,6",1.2,1.9,"30,8"
Mon,13,614,weekday,569.25,"30,8","18,6",1.2,1.9,"30,8"
Mon,14,949,weekday,918.0,"30,8","18,6",1.2,1.9,"30,8"
Mon,15,916,weekday,920.75,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,16,724,weekday,737.75,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,17,837,weekday,819.75,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,18,1280,weekday,1194.75,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,19,1215,weekday,1167.5,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,20,885,weekday,937.75,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,21,626,weekday,693.0,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,22,437,weekday,448.0,"30,8","18,6",1.2,1.9,24.700000762939453
Mon,23,215,weekday,317.0,"30,8","18,6",1.2,1.9,"18,6"
Tue,0,226,weekday,282.5,"28,5","18,2",0.0,1.4,"18,2"
Tue,1,135,weekday,171.5,"28,5","18,2",0.0,1.4,"18,2"
Tue,2,62,weekday,89.0,"28,5","18,2",0.0,1.4,"18,2"
Tue,3,54,weekday,56.75,"28,5","18,2",0.0,1.4,"18,2"
Tue,4,32,weekday,36.5,"28,5","18,2",0.0,1.4,"18,2"
Tue,5,32,weekday,40.25,"28,5","18,2",0.0,1.4,"18,2"
Tue,6,126,weekday,112.25,"28,5","18,2",0.0,1.4,"18,2"
Tue,7,527,weekday,521.0,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,8,1261,weekday,1217.25,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,9,1027,weekday,964.75,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,10,509,weekday,479.25,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,11,446,weekday,449.0,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,12,488,weekday,456.25,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,13,671,weekday,643.25,"28,5","18,2",0.0,1.4,"28,5"
Tue,14,978,weekday,945.75,"28,5","18,2",0.0,1.4,"28,5"
Tue,15,946,weekday,953.0,"28,5","18,2",0.0,1.4,"28,5"
Tue,16,773,weekday,781.75,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,17,842,weekday,860.0,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,18,1198,weekday,1234.75,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,19,1208,weekday,1232.75,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,20,1032,weekday,1037.75,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,21,731,weekday,758.5,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,22,472,weekday,507.25,"28,5","18,2",0.0,1.4,23.399999618530273
Tue,23,482,weekday,465.5,"28,5","18,2",0.0,1.4,"18,2"
Wed,0,360,weekday,362.75,"30,4","18,0",0.0,0.8,"18,0"
Wed,1,188,weekday,197.5,"30,4","18,0",0.0,0.8,"18,0"
Wed,2,124,weekday,119.0,"30,4","18,0",0.0,0.8,"18,0"
Wed,3,54,weekday,64.75,"30,4","18,0",0.0,0.8,"18,0"
Wed,4,40,weekday,39.75,"30,4","18,0",0.0,0.8,"18,0"
Wed,5,46,weekday,48.5,"30,4","18,0",0.0,0.8,"18,0"
Wed,6,114,weekday,104.0,"30,4","18,0",0.0,0.8,"18,0"
Wed,7,511,weekday,518.5,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,8,1263,weekday,1216.75,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,9,1064,weekday,989.0,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,10,529,weekday,495.75,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,11,423,weekday,433.5,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,12,503,weekday,474.25,"30,4","18,0",0.0,0.8,"30,4"
Wed,13,638,weekday,617.5,"30,4","18,0",0.0,0.8,"30,4"
Wed,14,929,weekday,946.5,"30,4","18,0",0.0,0.8,"30,4"
Wed,15,949,weekday,971.0,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,16,809,weekday,799.25,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,17,936,weekday,882.75,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,18,1343,weekday,1260.0,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,19,1314,weekday,1198.0,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,20,1151,weekday,1045.25,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,21,797,weekday,798.25,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,22,546,weekday,493.25,"30,4","18,0",0.0,0.8,24.200000762939453
Wed,23,542,weekday,480.25,"30,4","18,0",0.0,0.8,"18,0"
Thu,0,438,weekday,428.0,"31,5","19,9",0.0,1.1,"19,9"
Thu,1,231,weekday,219.25,"31,5","19,9",0.0,1.1,"19,9"
Thu,2,134,weekday,127.25,"31,5","19,9",0.0,1.1,"19,9"
Thu,3,62,weekday,75.75,"31,5","19,9",0.0,1.1,"19,9"
Thu,4,53,weekday,46.5,"31,5","19,9",0.0,1.1,"19,9"
Thu,5,37,weekday,47.75,"31,5","19,9",0.0,1.1,"19,9"
Thu,6,112,weekday,104.75,"31,5","19,9",0.0,1.1,"19,9"
Thu,7,488,weekday,506.75,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,8,1255,weekday,1215.5,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,9,1042,weekday,966.75,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,10,513,weekday,500.0,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,11,452,weekday,450.0,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,12,527,weekday,497.25,"31,5","19,9",0.0,1.1,"31,5"
Thu,13,652,weekday,623.25,"31,5","19,9",0.0,1.1,"31,5"
Thu,14,1028,weekday,972.75,"31,5","19,9",0.0,1.1,"31,5"
Thu,15,924,weekday,952.25,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,16,873,weekday,817.75,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,17,895,weekday,870.5,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,18,1342,weekday,1257.0,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,19,1330,weekday,1287.0,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,20,1160,weekday,1109.25,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,21,785,weekday,792.75,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,22,571,weekday,545.75,"31,5","19,9",0.0,1.1,25.700000762939453
Thu,23,525,weekday,526.0,"31,5","19,9",0.0,1.1,"19,9"
Fri,0,553,weekday,508.5,"31,3","18,9",0.0,1.4,"18,9"
Fri,1,315,weekday,295.75,"31,3","18,9",0.0,1.4,"18,9"
Fri,2,163,weekday,178.25,"31,3","18,9",0.0,1.4,"18,9"
Fri,3,107,weekday,107.5,"31,3","18,9",0.0,1.4,"18,9"
Fri,4,92,weekday,75.75,"31,3","18,9",0.0,1.4,"18,9"
Fri,5,72,weekday,71.5,"31,3","18,9",0.0,1.4,"18,9"
Fri,6,118,weekday,106.5,"31,3","18,9",0.0,1.4,"18,9"
Fri,7,506,weekday,512.25,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,8,1159,weekday,882.25,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,9,951,weekday,887.0,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,10,462,weekday,471.6666666666667,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,11,414,weekday,435.3333333333333,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,12,505,weekday,503.6666666666667,"31,3","18,9",0.0,1.4,"31,3"
Fri,13,586,weekday,612.0,"31,3","18,9",0.0,1.4,"31,3"
Fri,14,1152,weekday,1095.6666666666667,"31,3","18,9",0.0,1.4,"31,3"
Fri,15,1213,weekday,1204.0,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,16,799,weekday,811.0,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,17,819,weekday,767.6666666666666,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,18,809,weekday,798.3333333333334,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,19,973,weekday,857.6666666666666,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,20,945,weekday,775.0,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,21,741,weekday,703.6666666666666,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,22,604,weekday,542.6666666666666,"31,3","18,9",0.0,1.4,25.100000381469727
Fri,23,482,weekday,428.0,"31,3","18,9",0.0,1.4,"18,9"
Sat,0,563,weekend,515.0,"32,5","20,0",0.0,1.7,"20,0"
Sat,1,527,weekend,470.0,"32,5","20,0",0.0,1.7,"20,0"
Sat,2,458,weekend,396.5,"32,5","20,0",0.0,1.7,"20,0"
Sat,3,336,weekend,293.25,"32,5","20,0",0.0,1.7,"20,0"
Sat,4,212,weekend,190.25,"32,5","20,0",0.0,1.7,"20,0"
Sat,5,162,weekend,151.75,"32,5","20,0",0.0,1.7,"20,0"
Sat,6,121,weekend,121.0,"32,5","20,0",0.0,1.7,"20,0"
Sat,7,76,weekend,80.75,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,8,136,weekend,132.5,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,9,296,weekend,232.5,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,10,318,weekend,303.25,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,11,432,weekend,393.5,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,12,509,weekend,404.25,"32,5","20,0",0.0,1.7,"32,5"
Sat,13,603,weekend,456.25,"32,5","20,0",0.0,1.7,"32,5"
Sat,14,607,weekend,495.5,"32,5","20,0",0.0,1.7,"32,5"
Sat,15,430,weekend,391.75,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,16,509,weekend,470.0,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,17,613,weekend,503.0,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,18,594,weekend,513.5,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,19,652,weekend,655.0,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,20,788,weekend,699.75,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,21,577,weekend,564.75,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,22,558,weekend,449.0,"32,5","20,0",0.0,1.7,26.200000762939453
Sat,23,443,weekend,406.75,"32,5","20,0",0.0,1.7,"20,0"
Sun,0,543,weekend,472.25,"33,5","20,8",0.0,1.4,"20,8"
Sun,1,488,weekend,441.25,"33,5","20,8",0.0,1.4,"20,8"
Sun,2,424,weekend,383.5,"33,5","20,8",0.0,1.4,"20,8"
Sun,3,292,weekend,271.25,"33,5","20,8",0.0,1.4,"20,8"
Sun,4,200,weekend,189.75,"33,5","20,8",0.0,1.4,"20,8"
Sun,5,126,weekend,149.0,"33,5","20,8",0.0,1.4,"20,8"
Sun,6,99,weekend,121.5,"33,5","20,8",0.0,1.4,"20,8"
Sun,7,81,weekend,76.75,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,8,156,weekend,112.5,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,9,173,weekend,151.25,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,10,330,weekend,271.25,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,11,417,weekend,382.25,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,12,530,weekend,474.25,"33,5","20,8",0.0,1.4,"33,5"
Sun,13,567,weekend,532.25,"33,5","20,8",0.0,1.4,"33,5"
Sun,14,587,weekend,533.5,"33,5","20,8",0.0,1.4,"33,5"
Sun,15,417,weekend,393.75,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,16,538,weekend,487.5,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,17,611,weekend,568.75,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,18,659,weekend,603.0,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,19,670,weekend,648.25,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,20,680,weekend,652.5,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,21,599,weekend,565.0,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,22,481,weekend,428.25,"33,5","20,8",0.0,1.4,27.200000762939453
Sun,23,412,weekend,359.75,"33,5","20,8",0.0,1.4,"20,8"
Mon,0,318,weekday,300.0,"32,0","20,0",0.0,1.9,"20,0"
Mon,1,151,weekday,159.25,"32,0","20,0",0.0,1.9,"20,0"
Mon,2,106,weekday,96.5,"32,0","20,0",0.0,1.9,"20,0"
Mon,3,44,weekday,53.75,"32,0","20,0",0.0,1.9,"20,0"
Mon,4,41,weekday,46.5,"32,0","20,0",0.0,1.9,"20,0"
Mon,5,46,weekday,48.5,"32,0","20,0",0.0,1.9,"20,0"
Mon,6,108,weekday,104.25,"32,0","20,0",0.0,1.9,"20,0"
Mon,7,467,weekday,462.5,"32,0","20,0",0.0,1.9,26.0
Mon,8,1187,weekday,1129.0,"32,0","20,0",0.0,1.9,26.0
Mon,9,869,weekday,861.5,"32,0","20,0",0.0,1.9,26.0
Mon,10,412,weekday,422.5,"32,0","20,0",0.0,1.9,26.0
Mon,11,387,weekday,389.25,"32,0","20,0",0.0,1.9,26.0
Mon,12,430,weekday,421.5,"32,0","20,0",0.0,1.9,"32,0"
Mon,13,576,weekday,569.25,"32,0","20,0",0.0,1.9,"32,0"
Mon,14,995,weekday,918.0,"32,0","20,0",0.0,1.9,"32,0"
Mon,15,883,weekday,920.75,"32,0","20,0",0.0,1.9,26.0
Mon,16,724,weekday,737.75,"32,0","20,0",0.0,1.9,26.0
Mon,17,875,weekday,819.75,"32,0","20,0",0.0,1.9,26.0
Mon,18,1297,weekday,1194.75,"32,0","20,0",0.0,1.9,26.0
Mon,19,1189,weekday,1167.5,"32,0","20,0",0.0,1.9,26.0
Mon,20,963,weekday,937.75,"32,0","20,0",0.0,1.9,26.0
Mon,21,714,weekday,693.0,"32,0","20,0",0.0,1.9,26.0
Mon,22,429,weekday,448.0,"32,0","20,0",0.0,1.9,26.0
Mon,23,378,weekday,317.0,"32,0","20,0",0.0,1.9,"20,0"
Tue,0,275,weekday,282.5,"29,3","17,2",0.0,2.2,"17,2"
Tue,1,176,weekday,171.5,"29,3","17,2",0.0,2.2,"17,2"
Tue,2,80,weekday,89.0,"29,3","17,2",0.0,2.2,"17,2"
Tue,3,52,weekday,56.75,"29,3","17,2",0.0,2.2,"17,2"
Tue,4,34,weekday,36.5,"29,3","17,2",0.0,2.2,"17,2"
Tue,5,37,weekday,40.25,"29,3","17,2",0.0,2.2,"17,2"
Tue,6,110,weekday,112.25,"29,3","17,2",0.0,2.2,"17,2"
Tue,7,543,weekday,521.0,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,8,1252,weekday,1217.25,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,9,1051,weekday,964.75,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,10,465,weekday,479.25,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,11,454,weekday,449.0,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,12,471,weekday,456.25,"29,3","17,2",0.0,2.2,"29,3"
Tue,13,646,weekday,643.25,"29,3","17,2",0.0,2.2,"29,3"
Tue,14,958,weekday,945.75,"29,3","17,2",0.0,2.2,"29,3"
Tue,15,931,weekday,953.0,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,16,819,weekday,781.75,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,17,906,weekday,860.0,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,18,1307,weekday,1234.75,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,19,1278,weekday,1232.75,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,20,1051,weekday,1037.75,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,21,793,weekday,758.5,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,22,492,weekday,507.25,"29,3","17,2",0.0,2.2,23.200000762939453
Tue,23,478,weekday,465.5,"29,3","17,2",0.0,2.2,"17,2"
Wed,0,371,weekday,362.75,"26,0","19,0",0.5,2.2,"19,0"
Wed,1,195,weekday,197.5,"26,0","19,0",0.5,2.2,"19,0"
Wed,2,103,weekday,119.0,"26,0","19,0",0.5,2.2,"19,0"
Wed,3,57,weekday,64.75,"26,0","19,0",0.5,2.2,"19,0"
Wed,4,37,weekday,39.75,"26,0","19,0",0.5,2.2,"19,0"
Wed,5,54,weekday,48.5,"26,0","19,0",0.5,2.2,"19,0"
Wed,6,103,weekday,104.0,"26,0","19,0",0.5,2.2,"19,0"
Wed,7,543,weekday,518.5,"26,0","19,0",0.5,2.2,22.5
Wed,8,1236,weekday,1216.75,"26,0","19,0",0.5,2.2,22.5
Wed,9,976,weekday,989.0,"26,0","19,0",0.5,2.2,22.5
Wed,10,457,weekday,495.75,"26,0","19,0",0.5,2.2,22.5
Wed,11,431,weekday,433.5,"26,0","19,0",0.5,2.2,22.5
Wed,12,475,weekday,474.25,"26,0","19,0",0.5,2.2,22.5
Wed,13,606,weekday,617.5,"26,0","19,0",0.5,2.2,22.5
Wed,14,977,weekday,946.5,"26,0","19,0",0.5,2.2,22.5
Wed,15,905,weekday,971.0,"26,0","19,0",0.5,2.2,"26,0"
Wed,16,830,weekday,799.25,"26,0","19,0",0.5,2.2,"26,0"
Wed,17,877,weekday,882.75,"26,0","19,0",0.5,2.2,"26,0"
Wed,18,1307,weekday,1260.0,"26,0","19,0",0.5,2.2,22.5
Wed,19,1044,weekday,1198.0,"26,0","19,0",0.5,2.2,22.5
Wed,20,896,weekday,1045.25,"26,0","19,0",0.5,2.2,22.5
Wed,21,785,weekday,798.25,"26,0","19,0",0.5,2.2,22.5
Wed,22,444,weekday,493.25,"26,0","19,0",0.5,2.2,22.5
Wed,23,402,weekday,480.25,"26,0","19,0",0.5,2.2,"19,0"
Thu,0,424,weekday,428.0,"26,4","15,7",0.0,0.3,"15,7"
Thu,1,191,weekday,219.25,"26,4","15,7",0.0,0.3,"15,7"
Thu,2,109,weekday,127.25,"26,4","15,7",0.0,0.3,"15,7"
Thu,3,73,weekday,75.75,"26,4","15,7",0.0,0.3,"15,7"
Thu,4,46,weekday,46.5,"26,4","15,7",0.0,0.3,"15,7"
Thu,5,56,weekday,47.75,"26,4","15,7",0.0,0.3,"15,7"
Thu,6,106,weekday,104.75,"26,4","15,7",0.0,0.3,"15,7"
Thu,7,529,weekday,506.75,"26,4","15,7",0.0,0.3,21.0
Thu,8,1262,weekday,1215.5,"26,4","15,7",0.0,0.3,21.0
Thu,9,959,weekday,966.75,"26,4","15,7",0.0,0.3,21.0
Thu,10,501,weekday,500.0,"26,4","15,7",0.0,0.3,21.0
Thu,11,420,weekday,450.0,"26,4","15,7",0.0,0.3,21.0
Thu,12,479,weekday,497.25,"26,4","15,7",0.0,0.3,"26,4"
Thu,13,629,weekday,623.25,"26,4","15,7",0.0,0.3,"26,4"
Thu,14,993,weekday,972.75,"26,4","15,7",0.0,0.3,"26,4"
Thu,15,912,weekday,952.25,"26,4","15,7",0.0,0.3,21.0
Thu,16,772,weekday,817.75,"26,4","15,7",0.0,0.3,21.0
Thu,17,873,weekday,870.5,"26,4","15,7",0.0,0.3,21.0
Thu,18,1313,weekday,1257.0,"26,4","15,7",0.0,0.3,21.0
Thu,19,1318,weekday,1287.0,"26,4","15,7",0.0,0.3,21.0
Thu,20,1095,weekday,1109.25,"26,4","15,7",0.0,0.3,21.0
Thu,21,785,weekday,792.75,"26,4","15,7",0.0,0.3,21.0
Thu,22,544,weekday,545.75,"26,4","15,7",0.0,0.3,21.0
Thu,23,548,weekday,526.0,"26,4","15,7",0.0,0.3,"15,7"
Fri,0,491,weekday,508.5,"27,8","16,0",0.0,1.4,"16,0"
Fri,1,313,weekday,295.75,"27,8","16,0",0.0,1.4,"16,0"
Fri,2,184,weekday,178.25,"27,8","16,0",0.0,1.4,"16,0"
Fri,3,100,weekday,107.5,"27,8","16,0",0.0,1.4,"16,0"
Fri,4,51,weekday,75.75,"27,8","16,0",0.0,1.4,"16,0"
Fri,5,70,weekday,71.5,"27,8","16,0",0.0,1.4,"16,0"
Fri,6,112,weekday,106.5,"27,8","16,0",0.0,1.4,"16,0"
Fri,7,533,weekday,512.25,"27,8","16,0",0.0,1.4,21.899999618530273
Fri,8,200,weekday,882.25,"27,8","16,0",0.0,1.4,21.899999618530273
